genus_1,genus_2,genus_1_normalized,genus_2_normalized,edit_similarity,jaccard_similarity,llm_relationship
a number,the process of performance analysis,number,process of performance analysis,0.0645,0.0,DIFFERENT
a number,the process of spreading business costs in accounting,number,process of spreading business costs in accounting,0.0612,0.0,DIFFERENT
a number,the quantity of a good or service,number,quantity of a good or service,0.1034,0.0,DIFFERENT
a number,the reduction in taxes paid,number,reduction in taxes paid,0.087,0.0,DIFFERENT
a number,the resources,number,resource,0.125,0.0,DIFFERENT
a number,the risk,number,risk,0.0,0.0,DIFFERENT
a number,the risk of investment losses,number,risk of investment loss,0.087,0.0,DIFFERENT
a number,the risk taken by a bond investor,number,risk taken by a bond investor,0.1379,0.0,DIFFERENT
a number,the scheduling of periodic repayment of a debt,number,scheduling of periodic repayment of a debt,0.0714,0.0,DIFFERENT
a number,the study and application,number,study and application,0.0476,0.0,DIFFERENT
a number,the study of the economy,number,study of the economy,0.1,0.0,DIFFERENT
a number,the study of the economy as a whole,number,study of the economy as a whole,0.0645,0.0,DIFFERENT
a number,the sum of all cash flows received from an investment,number,sum of all cash flows received from an investment,0.0816,0.0,RELATED
a number,the sum of an asset’s annual returns over a number of years,number,sum of an assets annual returns over a number of year,0.1132,0.1429,RELATED
a number,the target interest rate,number,target interest rate,0.15,0.0,RELATED
a number,the terms that are part of a sales credit agreement,number,terms that are part of a sales credit agreement,0.0638,0.0,DIFFERENT
a number,the time period,number,time period,0.2727,0.0,DIFFERENT
a number,the total amount of capital,number,total amount of capital,0.0435,0.0,RELATED
a number,the total assets of a company,number,total assets of a company,0.04,0.0,RELATED
a number,the total dollar value of legal tender,number,total dollar value of legal tender,0.0882,0.0,RELATED
a number,the total return,number,total return,0.1667,0.0,RELATED
a number,the value,number,value,0.1667,0.0,RELATED
a number,the value of a company traded on the stock market,number,value of a company traded on the stock market,0.0889,0.0,RELATED
a number,the value of a firm’s stock,number,value of a firms stock,0.0909,0.0,RELATED
a number,the value of an asset,number,value of an asset,0.1176,0.0,RELATED
a number,the value of an asset or holding,number,value of an asset or holding,0.1071,0.0,RELATED
a number,the vertical axis,number,vertical axis,0.0,0.0,DIFFERENT
a number,the world’s largest stock exchange by market capitalization of its listed companies,number,worlds largest stock exchange by market capitalization of its listed company,0.0395,0.0,DIFFERENT
a number,the yield,number,yield,0.0,0.0,RELATED
a number,total book value (assets – liabilities) of a firm,number,total book value assets – liabilities of a firm,0.0851,0.0,RELATED
a number,US government debt obligations,number,us government debt obligation,0.069,0.0,DIFFERENT
a number,very large CDs,number,very large cds,0.0714,0.0,DIFFERENT
a number,when a firm has trouble,number,when a firm has trouble,0.1304,0.0,DIFFERENT
a number,when an issuer fails to make scheduled interest or principal payments,number,when an issuer fails to make scheduled interest or principal payment,0.0735,0.0,DIFFERENT
a partnership,a payment,partnership,payment,0.2727,0.0,DIFFERENT
a partnership,a period,partnership,period,0.2727,0.0,DIFFERENT
a partnership,a person,partnership,person,0.3636,0.0,DIFFERENT
a partnership,a person or an entity,partnership,person or an entity,0.2632,0.0,DIFFERENT
a partnership,a principle,partnership,principle,0.2727,0.0,DIFFERENT
a partnership,a procedure,partnership,procedure,0.2727,0.0,DIFFERENT
a partnership,a quantitative method,partnership,quantitative method,0.2105,0.0,DIFFERENT
a partnership,a ratio,partnership,ratio,0.2727,0.0,DIFFERENT
a partnership,a reason for holding an amount of cash,partnership,reason for holding an amount of cash,0.1389,0.0,DIFFERENT
a partnership,a record of financial information,partnership,record of financial information,0.129,0.0,DIFFERENT
a partnership,a report,partnership,report,0.1818,0.0,DIFFERENT
a partnership,a reward-to-risk measure of portfolio performance,partnership,reward to risk measure of portfolio performance,0.1489,0.0,DIFFERENT
a partnership,a risk,partnership,risk,0.1818,0.0,DIFFERENT
a partnership,a rule,partnership,rule,0.1818,0.0,DIFFERENT
a partnership,a security,partnership,security,0.0909,0.0,DIFFERENT
a partnership,a set of cash flows over a period of time,partnership,set of cash flows over a period of time,0.1282,0.0,DIFFERENT
a partnership,a set of formal documents,partnership,set of formal document,0.0455,0.0,DIFFERENT
a partnership,a single cash payment,partnership,single cash payment,0.2105,0.0,DIFFERENT
a partnership,a specific type of Delaware general corporation,partnership,specific type of delaware general corporation,0.1556,0.0,DIFFERENT
a partnership,a standardized contract,partnership,standardized contract,0.1429,0.0,DIFFERENT
a partnership,a stock valuation indicator or multiple,partnership,stock valuation indicator or multiple,0.1622,0.0,DIFFERENT
a partnership,a strategic management responsibility,partnership,strategic management responsibility,0.2,0.0,DIFFERENT
a partnership,a stream of periodic payments,partnership,stream of periodic payment,0.1923,0.0,DIFFERENT
a partnership,"a stream of regular, periodic payments",partnership,stream of regular periodic payment,0.1765,0.0,DIFFERENT
a partnership,a subdivision of the National Bureau of Economic Research (NBER),partnership,subdivision of the national bureau of economic research nber,0.1,0.0,DIFFERENT
a partnership,a sum of money,partnership,sum of money,0.0,0.0,DIFFERENT
a partnership,a theory,partnership,theory,0.1818,0.0,DIFFERENT
a partnership,a type of inventory financing,partnership,type of inventory financing,0.1852,0.0,DIFFERENT
a partnership,a type of score,partnership,type of score,0.0769,0.0,DIFFERENT
a partnership,a US-specific form of a private limited company; a business structure,partnership,us specific form of a private limited company a business structure,0.1061,0.0,RELATED
a partnership,a weighted average,partnership,weighted average,0.125,0.0,DIFFERENT
a partnership,ability,partnership,ability,0.0909,0.0,DIFFERENT
a partnership,accounting standards,partnership,accounting standard,0.1579,0.0,DIFFERENT
a partnership,accounting system,partnership,accounting system,0.1765,0.0,DIFFERENT
a partnership,all costs associated with having inventory in stock,partnership,all costs associated with having inventory in stock,0.1176,0.0,DIFFERENT
a partnership,amount of time,partnership,amount of time,0.1429,0.0,DIFFERENT
a partnership,an account,partnership,account,0.0909,0.0,DIFFERENT
a partnership,an accounting method,partnership,accounting method,0.1765,0.0,DIFFERENT
a partnership,an accounting system,partnership,accounting system,0.1765,0.0,DIFFERENT
a partnership,an agreement,partnership,agreement,0.1818,0.0,RELATED
a partnership,an agreement between two parties,partnership,agreement between two party,0.1481,0.0,RELATED
a partnership,an American stock exchange,partnership,american stock exchange,0.1739,0.0,DIFFERENT
a partnership,an asset,partnership,asset,0.1818,0.0,DIFFERENT
a partnership,an asset or bundle of assets,partnership,asset or bundle of asset,0.1667,0.0,DIFFERENT
a partnership,an asset or item,partnership,asset or item,0.1538,0.0,DIFFERENT
a partnership,an economic theory,partnership,economic theory,0.0667,0.0,DIFFERENT
a partnership,an equation of the form y^=a+bx,partnership,equation of the form y^=a+bx,0.1429,0.0,DIFFERENT
a partnership,an estimate,partnership,estimate,0.0909,0.0,DIFFERENT
a partnership,an excess,partnership,excess,0.1818,0.0,DIFFERENT
a partnership,an executive-level officer,partnership,executive level officer,0.1304,0.0,DIFFERENT
a partnership,an existing corporation,partnership,existing corporation,0.2,0.0,DIFFERENT
a partnership,an expense,partnership,expense,0.1818,0.0,DIFFERENT
a partnership,"an independent, nongovernmental organization",partnership,independent nongovernmental organization,0.15,0.0,DIFFERENT
a partnership,an individual or institution,partnership,individual or institution,0.16,0.0,DIFFERENT
a partnership,an initial shareholder of a company at the time of its incorporation,partnership,initial shareholder of a company at the time of its incorporation,0.1077,0.0,DIFFERENT
a partnership,an official statement,partnership,official statement,0.1111,0.0,DIFFERENT
a partnership,an opportunity cost,partnership,opportunity cost,0.25,0.0,DIFFERENT
a partnership,an option,partnership,option,0.0909,0.0,DIFFERENT
a partnership,analysis,partnership,analysis,0.2727,0.0,DIFFERENT
a partnership,"annual interest amounts paid, or coupon payments made",partnership,annual interest amounts paid or coupon payments made,0.1346,0.0,DIFFERENT
a partnership,approach,partnership,approach,0.1818,0.0,DIFFERENT
a partnership,asset,partnership,asset,0.1818,0.0,DIFFERENT
a partnership,assets,partnership,asset,0.1818,0.0,DIFFERENT
a partnership,attempting to profit,partnership,attempting to profit,0.2,0.0,DIFFERENT
a partnership,bond issued by a corporation,partnership,bond issued by a corporation,0.1071,0.0,DIFFERENT
a partnership,bonds,partnership,bond,0.0909,0.0,DIFFERENT
a partnership,cash business transactions,partnership,cash business transaction,0.24,0.0,DIFFERENT
a partnership,cash business transactions reported on the statement of cash flows,partnership,cash business transactions reported on the statement of cash flow,0.1231,0.0,DIFFERENT
a partnership,choosing to purchase or sell the asset underlying a held option,partnership,choosing to purchase or sell the asset underlying a held option,0.1429,0.0,DIFFERENT
a partnership,costs,partnership,cost,0.0909,0.0,DIFFERENT
a partnership,credit,partnership,credit,0.2727,0.0,DIFFERENT
a partnership,"cumulative, undistributed net income or net loss",partnership,cumulative undistributed net income or net loss,0.1277,0.0,DIFFERENT
a partnership,data,partnership,data,0.1818,0.0,DIFFERENT
a partnership,data value,partnership,data value,0.1818,0.0,DIFFERENT
a partnership,data values,partnership,data value,0.1818,0.0,DIFFERENT
a partnership,debt or obligation,partnership,debt or obligation,0.1667,0.0,DIFFERENT
a partnership,debt securities,partnership,debt security,0.2308,0.0,DIFFERENT
a partnership,decrease in organizational value,partnership,decrease in organizational value,0.125,0.0,DIFFERENT
a partnership,decreases in organizational value,partnership,decreases in organizational value,0.1212,0.0,DIFFERENT
a partnership,discount,partnership,discount,0.0,0.0,DIFFERENT
a partnership,economies or markets,partnership,economies or market,0.1053,0.0,DIFFERENT
a partnership,equity,partnership,equity,0.0909,0.0,DIFFERENT
a partnership,equity in a firm,partnership,equity in a firm,0.1875,0.0,DIFFERENT
a partnership,expenses,partnership,expense,0.1818,0.0,DIFFERENT
a partnership,extra return,partnership,extra return,0.0833,0.0,DIFFERENT
a partnership,facilitate a market and the trading of securities,partnership,facilitate a market and the trading of security,0.1702,0.0,DIFFERENT
a partnership,federal court procedures,partnership,federal court procedure,0.1739,0.0,DIFFERENT
a partnership,financial markets,partnership,financial market,0.0625,0.0,DIFFERENT
a partnership,financial obligations,partnership,financial obligation,0.1,0.0,DIFFERENT
a partnership,financial statement,partnership,financial statement,0.1053,0.0,DIFFERENT
a partnership,fixed-income corporate debt securities,partnership,fixed income corporate debt security,0.1667,0.0,DIFFERENT
a partnership,framework for financial analysis,partnership,framework for financial analysis,0.125,0.0,DIFFERENT
a partnership,government debt instruments,partnership,government debt instrument,0.1538,0.0,DIFFERENT
a partnership,grades,partnership,grade,0.1818,0.0,DIFFERENT
a partnership,graphical display,partnership,graphical display,0.1765,0.0,DIFFERENT
a partnership,holding,partnership,holding,0.0,0.0,DIFFERENT
a partnership,income,partnership,income,0.0909,0.0,DIFFERENT
a partnership,increases in organizational value,partnership,increases in organizational value,0.1212,0.0,DIFFERENT
a partnership,independent service agencies,partnership,independent service agency,0.1538,0.0,DIFFERENT
a partnership,individual,partnership,individual,0.0,0.0,DIFFERENT
a partnership,individuals or a firm,partnership,individuals or a firm,0.1429,0.0,DIFFERENT
a partnership,inflows or other enhancements of assets of an entity or settlements of its liabilities (or a combination of both),partnership,inflows or other enhancements of assets of an entity or settlements of its liabilities or a combination of both,0.0631,0.0,DIFFERENT
a partnership,inventory management method,partnership,inventory management method,0.1481,0.0,DIFFERENT
